case_id,alpha_run,sam_run,key_factor_jaccard,recommendation_jaccard,alpha_key_tags,sam_key_tags,alpha_recommendation_tags,sam_recommendation_tags
case_06,4,1,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_06,4,2,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,4,3,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,4,4,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,4,5,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,5,1,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_06,5,2,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,5,3,1.0,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,5,4,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,5,5,1.0,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,1,1,0.75,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,1,2,0.75,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,1,3,0.3333,0.25,prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|wrist_hand_tool_adjustment
case_07,1,4,0.75,0.8333,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,1,5,0.75,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,2,1,0.1667,0.1667,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,2,2,0.1667,0.1667,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,2,3,0.6,0.6,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|wrist_hand_tool_adjustment
case_07,2,4,0.1667,0.125,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,2,5,0.1667,0.0,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,3,1,0.75,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,3,2,0.75,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,3,3,0.3333,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,neutral_trunk_neck_posture|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|wrist_hand_tool_adjustment
case_07,3,4,0.75,0.125,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,3,5,0.75,0.2,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,4,1,0.5,0.4,prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,4,2,0.5,0.4,prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,4,3,0.1667,0.3333,prolonged_static_posture|trunk_overflexion,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|wrist_hand_tool_adjustment
case_07,4,4,0.5,0.2857,prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,4,5,0.5,0.2,prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,5,1,0.75,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,5,2,0.75,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,5,3,0.3333,0.2857,prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|wrist_hand_tool_adjustment
case_07,5,4,0.75,0.4286,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_07,5,5,0.75,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,1,1,0.5,0.25,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,1,2,0.5,0.2,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,1,3,0.5,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,1,4,0.5,0.25,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,1,5,0.5,0.1667,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,2,1,0.5,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,2,2,0.5,0.4,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,2,3,0.5,0.25,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,2,4,0.5,0.2,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,2,5,0.5,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,3,1,0.5,0.4,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,3,2,0.5,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,3,3,0.5,0.2,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,3,4,0.5,0.4,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,3,5,0.5,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,4,1,0.5,0.4,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,4,2,0.5,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,4,3,0.5,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,4,4,0.5,0.75,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,4,5,0.5,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,5,1,1.0,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,5,2,1.0,0.1429,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,5,3,1.0,0.2,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,5,4,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_08,5,5,1.0,0.2857,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
